sku,name,shortDescription,customerRating,customerRatingCount,customerReviewCount,productUrl,currentRegion,hideSavings,hideSaleEndDate,productType,regularPrice,salePrice,saleEndDate,thumbnailImage,primaryParentCategoryId,categoryName,ehf,seoText,sellerId,seller,highResImage,altLangSeoText,offerId,priceUnit,requiresAgeVerification,isPriceEndsLabel,hasPromotion,isAdvertised,isClearance,isInStoreOnly,isOnlineOnly,isVisible,isPreorderable,isFrenchCompliant,isMarketplace,hasFrenchContent,categoryIds,preorderReleaseDate
18599479,"Portable 4K Mini Projector with 300 Lumens Built-in Apps, Auto Keystone, Full HD 1080P Support, 180° Rotation, Works with TV Sticks, Smartphones, HDMI, and USB - White","Use our projector for 60 days. If you're not fully satisfied within that time, we’ll give you a full refund. Upgrade movie nights with this 4K smart projector—YouTube & Prime Video built in! it delivers stunning visuals on a massive 200-inch screen. Built-in Hi-Fi sound, 300 Lumens & 180° flexible viewing. The Bigly Brothers is a proudly Canadian company and can use your support.",4.75,20,20,/en-ca/product/portable-4k-mini-projector-with-300-lumens-built-in-apps-auto-keystone-full-hd-1080p-support-180-rotation-works-with-tv-sticks-smartphones-hdmi-and-usb-white/18599479,ON,False,False,,299.99,139.99,1753945199000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/185/18599/18599479.png,22225,Projectors,0.0,portable-4k-mini-projector-with-300-lumens-built-in-apps-auto-keystone-full-hd-1080p-support-180-rotation-works-with-tv-sticks-smartphones-hdmi-and-usb-white,,"{'canSell': True, 'id': '526287', 'name': 'The Bigly Brothers', 'isPremierSeller': True}",https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/185/18599/18599479.png,,,,False,False,True,False,False,False,True,True,False,True,True,False,"['20003', '18980924', '22225']",
19187938,"REFURBISHED (Good) - Hisense 50"" 4K UHD HDR QLED Smart Google TV (50QD6N) - 2024","Be prepared to enjoy stunning picture quality every time on this Hisense smart Google TV. Its 4K Ultra HD resolution, Full Array Local Dimming, and HDR technology deliver vibrant, lifelike images. The 60Hz refresh rate and MR 120 motion enhancement enable smooth images. Google TV operating system and preloaded apps let you easily access different content.",5.0,2,2,/en-ca/product/refurbished-good-hisense-50-4k-uhd-hdr-qled-smart-google-tv-50qd6n-2024/19187938,ON,True,True,,424.99,424.99,,https://multimedia.bbycastatic.ca/multimedia/products/150x150/191/19187/19187938.jpeg,329716,50 - 54 Inch TVs,0.0,refurbished-good-hisense-50-4k-uhd-hdr-qled-smart-google-tv-50qd6n-2024,,"{'canSell': True, 'id': '603385', 'name': 'OBOX'}",https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/191/19187/19187938.jpeg,,,,False,False,False,False,False,False,True,True,False,True,True,False,"['20003', '21344', '329716']",
19275494,"LG 65"" G5 Series 4K UHD HDR OLED evo G5 webOS Smart TV (OLED65G5SUB) - 2025",Experience theatre-quality visuals right in your home with the LG evo G5 smart TV. It runs on the powerful Alpha 11 AI Processor Gen2 processor for smart performance and enhanced picture quality. This TV is powered by 8.3 million self-lit smart pixels to produce incredibly clear images with perfect black and vibrant colours for true immersion.,4.7,648,648,/en-ca/product/lg-65-g5-series-4k-uhd-hdr-oled-evo-g5-webos-smart-tv-oled65g5sub-2025/19275494,ON,True,True,,3999.99,3999.99,,https://multimedia.bbycastatic.ca/multimedia/products/150x150/192/19275/19275494.jpg,329721,65 - 69 Inch TVs,18.25,lg-65-g5-series-4k-uhd-hdr-oled-evo-g5-webos-smart-tv-oled65g5sub-2025,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/192/19275/19275494.jpg,,,,False,False,False,False,False,False,False,True,False,True,False,False,"['20003', '21344', '329721']",
18482969,Amazon Fire TV Stick HD (2024) Media Streamer with Alexa Voice Remote,"Enjoy full HD entertainment anywhere with the Amazon Fire TV Stick (2024) remote. Gain access to over 700,000 films and shows across popular streaming services, and free content from ad-supported apps. With Alexa voice control, you can easily navigate content, control your smart home, and stay updated with live TV—all in this portable, easy-to-use device.",4.83,6,6,/en-ca/product/amazon-fire-tv-stick-hd-2024-media-streamer-with-alexa-voice-remote/18482969,ON,True,True,,49.99,49.99,,https://multimedia.bbycastatic.ca/multimedia/products/150x150/184/18482/18482969.jpg,29484,Media Streamers,0.0,amazon-fire-tv-stick-hd-2024-media-streamer-with-alexa-voice-remote,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/184/18482/18482969.jpg,,,,False,False,False,False,False,False,False,True,False,True,False,False,"['20003', '29484']",1729148400000.0
17080862,"Sony Bravia XR 55"" X90L Series 4K UHD HDR LED Smart Google TV (XR55X90L)","Watch and game with vivid, blur-free clarity with the Sony Bravia 55"" 4K UHD Smart Google TV. Powered by the Cognitive Processor XR, it delivers the deepest blacks and most natural colours, with full array LEDs for enhanced contrast. It offers audio and video enhancements for cinematic viewing, as well as premium gaming features for smooth gameplay.",4.66,949,949,/en-ca/product/sony-bravia-xr-55-x90l-series-4k-uhd-hdr-led-smart-google-tv-xr55x90l/17080862,ON,False,False,,1499.99,1199.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/170/17080/17080862.jpg,329719,55 - 59 Inch TVs,18.25,sony-bravia-xr-55-x90l-series-4k-uhd-hdr-led-smart-google-tv-xr55x90l,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/170/17080/17080862.jpg,,,,False,False,True,True,False,False,False,True,False,True,False,False,"['20003', '21344', '329719']",1687158000000.0
17729154,"Samsung 55"" S90D Series 4K UHD HDR OLED Tizen Smart TV (QN55S90DAFXZC) - 2024 - Graphite Black","Skip a trip to the movies and upgrade your home theatre with this Samsung 55"" 4K UHD HDR OLED Tizen smart TV. It features 4K Ultra HD resolution and a smart NQ4 AI Gen2 Processor for a vibrant, immersive viewing experience. Plus, powerful 40-watt speakers provide you with a Dolby Atmos surround sound from the comfort of your living room or bedroom.",4.62,243,243,/en-ca/product/samsung-55-s90d-series-4k-uhd-hdr-oled-tizen-smart-tv-qn55s90dafxzc-2024-graphite-black/17729154,ON,False,False,,2499.99,1499.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/177/17729/17729154.jpg,329719,55 - 59 Inch TVs,18.25,samsung-55-s90d-series-4k-uhd-hdr-oled-tizen-smart-tv-qn55s90dafxzc-2024-graphite-black,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/177/17729/17729154.jpg,,,,False,False,True,False,False,False,False,True,False,True,False,False,"['20003', '21344', '329719']",1711004400000.0
17924075,"LG 50"" 4K UHD HDR QNED webOS Smart TV (50QNED85TUA) - 2024","Get ready for the next level of immersive entertainment with this LG 50-inch QNED webOS smart TV. This AI-powered television features 4K Ultra HD resolution, 120Hz refresh rate, and Quantum Dot technology to deliver extraordinary level of picture quality. Plus, the α8 AI Processor 4K automatically fine-tunes your content for optimal viewing experience without your intervention.",5.0,2,2,/en-ca/product/lg-50-4k-uhd-hdr-qned-webos-smart-tv-50qned85tua-2024/17924075,ON,True,True,,749.99,749.99,,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17924/17924075.jpg,329716,50 - 54 Inch TVs,18.25,lg-50-4k-uhd-hdr-qned-webos-smart-tv-50qned85tua-2024,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/179/17924/17924075.jpg,,,,False,False,False,False,False,False,False,True,False,True,False,False,"['20003', '21344', '329716']",
16693234,"TCL 75"" S4 4K UHD HDR LED Roku OS Smart TV (75S450R-CA) - Only at Best Buy","Enjoy stunningly immersive visuals with TCL 75-inch S-Series Smart TV. Featuring 4K Ultra HD resolution and HDR PRO, this TV delivers crystal-clear, lifelike images. The 60Hz refresh rate and Motion Rate 120 enhance motion clarity. With four high-speed HDMI inputs, you'll have versatile connectivity options. Plus, the Roku OS provides instant access to a vast range of content.",3.71,7,7,/en-ca/product/tcl-75-s4-4k-uhd-hdr-led-roku-os-smart-tv-75s450r-ca-only-at-best-buy/16693234,ON,False,False,,999.99,599.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/166/16693/16693234.jpg,329725,75 - 84 Inch TVs,0.0,tcl-75-s4-4k-uhd-hdr-led-roku-os-smart-tv-75s450r-ca-only-at-best-buy,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/166/16693/16693234.jpg,,,,False,False,True,True,False,False,False,True,False,True,False,False,"['20003', '21344', '329725']",
17924067,"LG 48"" B4 Series 4K UHD HDR OLED webOS Smart TV (OLED48B4PUA) - 2024 - Only at Best Buy","Level-up your immersive entertainment with this LG 48"" Smart TV. Boasting OLED technology, 4K Ultra HD resolution, and 120Hz refresh rate, this television delivers outstanding picture quality with fluid motion. The included downward firing speaker complements your overall multimedia experience with superior audio quality.",5.0,10,10,/en-ca/product/lg-48-b4-series-4k-uhd-hdr-oled-webos-smart-tv-oled48b4pua-2024-only-at-best-buy/17924067,ON,False,False,,1299.99,899.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17924/17924067.jpg,22295571,43 - 49 Inch TVs,18.25,lg-48-b4-series-4k-uhd-hdr-oled-webos-smart-tv-oled48b4pua-2024-only-at-best-buy,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/179/17924/17924067.jpg,,,,False,False,True,True,False,False,False,True,False,True,False,False,"['20003', '21344', '22295571']",
16693230,"TCL 50"" S4 4K UHD HDR LED Roku OS Smart TV (50S450R-CA)","Experience stunning picture quality with the TCL 50-inch S-Series Smart TV. Its 4K Ultra HD resolution and HDR PRO deliver crystal-clear, lifelike images, while the Motion Rate 120 enhances motion clarity for smooth viewing. With four high-speed HDMI inputs, you'll have versatile connectivity options. Plus, the Roku OS provides instant access to a vast range of content.",2.93,15,15,/en-ca/product/tcl-50-s4-4k-uhd-hdr-led-roku-os-smart-tv-50s450r-ca/16693230,ON,False,False,,349.99,329.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/166/16693/16693230.jpg,329716,50 - 54 Inch TVs,0.0,tcl-50-s4-4k-uhd-hdr-led-roku-os-smart-tv-50s450r-ca,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/166/16693/16693230.jpg,,,,False,False,True,True,False,False,False,True,False,True,False,False,"['20003', '21344', '329716']",
17729481,"Samsung 75"" 4K UHD HDR Neo QLED Tizen Smart TV (QN75QN85DBFXZC) -2024- Graphite Black","Curl up on the couch and enjoy your favourite movies or shows on this Samsung 75"" HDR Neo QLED smart TV. It features HDR resolution and a NQ4 AI Gen2 Processor for a vibrant, immersive viewing experience. Plus, powerful 40-watt speakers provide you with Dolby Atmos surround sound from the comfort of your living room or bedroom.",4.68,793,793,/en-ca/product/samsung-75-4k-uhd-hdr-neo-qled-tizen-smart-tv-qn75qn85dbfxzc-2024-graphite-black/17729481,ON,False,False,,3299.99,1999.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/177/17729/17729481.jpg,329725,75 - 84 Inch TVs,0.0,samsung-75-4k-uhd-hdr-neo-qled-tizen-smart-tv-qn75qn85dbfxzc-2024-graphite-black,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/177/17729/17729481.jpg,,,,False,False,True,True,False,False,False,True,False,True,False,False,"['20003', '21344', '329725']",1711004400000.0
15178718,"Sanus Advanced 42"" - 90"" Tilting TV Wall Mount","Achieve the perfect position for your television with this Sanus Advanced Tilting TV wall mount. This versatile mount supports most 42"" to 90"" TVs up to 68kg in size. Unlike a fixed wall mount, you can adjust this tilting one with no tools to the ideal viewing angle, and it's made from sturdy steel, offering strong and lasting quality for years to come.",4.82,8883,8883,/en-ca/product/sanus-advanced-42-90-tilting-tv-wall-mount/15178718,ON,False,False,,219.99,189.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/151/15178/15178718.jpg,29170,TV Mounts,0.0,sanus-advanced-42-90-tilting-tv-wall-mount,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/151/15178/15178718.jpg,,,,False,False,True,True,False,False,False,True,False,True,False,False,"['20003', '20255', '29170']",1627628400000.0
19204866,"Samsung 65"" U8000F Series 4K UHD HDR LED Tizen Smart TV (UN65U8000FFXZC) - 2025","Enjoy stunning, immersive visuals on the Samsung LED Tizen smart TV. It delivers lifelike colours and crisp details with 4K Ultra HD resolution and Direct Lit backlight technology. Motion Xcelerator ensures smooth action, perfect for gaming and fast-paced entertainment. Built-in Amazon Alexa and Google Assistant offer hands-free control.",4.48,54,54,/en-ca/product/samsung-65-u8000f-series-4k-uhd-hdr-led-tizen-smart-tv-un65u8000ffxzc-2025/19204866,ON,False,False,,879.99,799.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/192/19204/19204866.jpg,329721,65 - 69 Inch TVs,0.0,samsung-65-u8000f-series-4k-uhd-hdr-led-tizen-smart-tv-un65u8000ffxzc-2025,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/192/19204/19204866.jpg,,,,False,False,True,True,False,False,False,True,False,True,False,False,"['20003', '21344', '329721']",
16693228,"TCL 43"" S4 4K UHD HDR LED Roku OS Smart TV (43S450R-CA)","Every detail of the TCL S4 S-Series Smart TV offers a brilliant contrast of colour. Whether you're playing video games, watching live sports, or catching a favourite show, you'll love the advanced HDR formats and enhanced technologies for improved motion clarity. Enjoy an immersive cinematic experience at home with Dolby Atmos built-in. ",4.43,42,42,/en-ca/product/tcl-43-s4-4k-uhd-hdr-led-roku-os-smart-tv-43s450r-ca/16693228,ON,True,False,,279.99,279.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/166/16693/16693228.jpg,22295571,43 - 49 Inch TVs,0.0,tcl-43-s4-4k-uhd-hdr-led-roku-os-smart-tv-43s450r-ca,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/166/16693/16693228.jpg,,,,False,False,True,False,False,False,False,True,False,True,False,False,"['20003', '21344', '22295571']",
19204876,"Samsung 55"" U7900F Series 4K UHD HDR LED Tizen Smart TV (UN55U7900FFXZC) - 2025","Enjoy amazing, immersive visuals on the Samsung LED Tizen smart TV. It delivers lifelike colours and crisp details with 4K Ultra HD resolution and Direct Lit HDR. Motion Xcelerator ensures smooth action, perfect for gaming and fast-paced entertainment. Built-in Alexa and Google Assistant offer hands-free control.",4.83,23,23,/en-ca/product/samsung-55-u7900f-series-4k-uhd-hdr-led-tizen-smart-tv-un55u7900ffxzc-2025/19204876,ON,False,False,,649.99,599.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/192/19204/19204876.jpg,329719,55 - 59 Inch TVs,0.0,samsung-55-u7900f-series-4k-uhd-hdr-led-tizen-smart-tv-un55u7900ffxzc-2025,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/192/19204/19204876.jpg,,,,False,False,True,True,False,False,False,True,False,True,False,False,"['20003', '21344', '329719']",1744009200000.0
17856039,"TCL 75"" Q65 Series Q6-Series 4K UHD HDR QLED Smart Google TV (75Q651G-CA) - 2024","Get outstanding picture and audio quality when you have the TCL 75” Q-Series 4K UHD HDR QLED smart Google TV. Offering outstanding value and incredible picture quality, this TV hits the sweet spot between top-notch imaging and audio quality. The TCL AIPQ processor, with Deep Learning AI, is an advanced processor that optimizes performance for top-notch viewing.",4.79,634,634,/en-ca/product/tcl-75-q65-series-q6-series-4k-uhd-hdr-qled-smart-google-tv-75q651g-ca-2024/17856039,ON,False,False,,1199.99,779.99,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/178/17856/17856039.jpg,329725,75 - 84 Inch TVs,0.0,tcl-75-q65-series-q6-series-4k-uhd-hdr-qled-smart-google-tv-75q651g-ca-2024,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/178/17856/17856039.jpg,,,,False,False,True,False,False,False,False,True,False,True,False,False,"['20003', '21344', '329725']",
17970356,Google TV Streamer (4K) - Porcelain,"The Google TV Streamer (4K) is designed to deliver your favourite entertainment quickly, easily and personalized to you. Get fast performance, responsive navigation, and tailored recommendations from Google's most advanced streamer yet. And all of your content is organized for you in one place, so you'll do a lot less searching and way more watching.",4.34,68,68,/en-ca/product/google-tv-streamer-4k-porcelain/17970356,ON,True,False,,129.99,129.99,1751958000000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/179/17970/17970356.jpg,29484,Media Streamers,0.0,google-tv-streamer-4k-porcelain,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/179/17970/17970356.jpg,,,,False,False,True,False,False,False,False,True,False,True,False,False,"['20003', '29484']",1727161200000.0
19204874,"Samsung 65"" U7900F Series 4K UHD HDR LED Tizen Smart TV (UN65U7900FFXZC) - 2025","Enjoy amazing, immersive visuals on the Samsung LED Tizen smart TV. It delivers lifelike colours and crisp details with 4K Ultra HD resolution and Direct Lit HDR. Motion Xcelerator ensures smooth action, perfect for gaming and fast-paced entertainment. Built-in Alexa and Google Assistant offer hands-free control.",4.83,23,23,/en-ca/product/samsung-65-u7900f-series-4k-uhd-hdr-led-tizen-smart-tv-un65u7900ffxzc-2025/19204874,ON,False,False,,799.98,746.98,1751612399000.0,https://multimedia.bbycastatic.ca/multimedia/products/150x150/192/19204/19204874.jpg,329721,65 - 69 Inch TVs,0.0,samsung-65-u7900f-series-4k-uhd-hdr-led-tizen-smart-tv-un65u7900ffxzc-2025,,,https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/192/19204/19204874.jpg,,,,False,False,True,False,False,False,False,True,False,True,False,False,"['20003', '21344', '329721']",1744009200000.0
